"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016197","BP","GO:0016197","endosomal transport","44/1665","289/18888",0.000245338722538236,0.0101372261922457,0.00856991763772337,"EHD3/EIPR1/RAB7A/PIK3C3/CHMP2B/RAB10/HOOK2/MICALL1/EEA1/ZDHHC2/STX10/CORO1C/VPS29/BLTP3B/RAB35/RAB29/STX12/VPS4B/ARL1/WASHC3/SLC66A2/RAB9B/DCLK1/AGAP2/WASHC4/DNAJC13/VPS37B/MVB12A/TINAGL1/DENND2A/MSN/SNX30/EPG5/RAB6B/MYO1D/PHETA2/SCRIB/RAB11B/BLOC1S2/PHETA1/ITSN2/DCTN1/CHMP1B/ANXA8",44
"GO:0002053","BP","GO:0002053","positive regulation of mesenchymal cell proliferation","9/1665","26/18888",0.000245784593652891,0.0101372261922457,0.00856991763772337,"FGF9/WNT5A/PRRX1/SOX9/SIX1/KDR/MYC/TGFBR2/SHOX2",9
"GO:0030323","BP","GO:0030323","respiratory tube development","33/1665","197/18888",0.000246867796141124,0.0101372261922457,0.00856991763772337,"GLI2/CELSR1/BAG6/LAMA1/FGF9/ESRP2/CTSH/AGR2/LTA4H/PTK7/FGF1/WNT5A/LOXL3/ERRFI1/SOX9/BMP2/THRA/KDR/FOXA1/GATA6/NOTCH1/THRB/DLG5/SIM2/TGFBR2/HHIP/HEG1/SMAD2/EXT1/ANXA2/CCBE1/NOG/PPP3R1",33
"GO:0009100","BP","GO:0009100","glycoprotein metabolic process","55/1665","386/18888",0.000259649590618398,0.0105875298104607,0.0089506001683177,"ST3GAL1/FUT8/COL11A1/ST3GAL6/ST6GAL1/ITM2A/PORCN/MAN2B1/MLEC/GNPTAB/ST8SIA1/DSE/GCNT2/CHST10/B4GALT2/MAN1C1/B4GALT6/B4GALT4/CHST3/CHPF/BMP2/SRD5A3/GALNT8/LARGE1/DPM2/RAB1A/ALG10/TMTC3/GALNT6/GALNT1/NPC1/CHST7/GBGT1/ADAMTS12/CHST9/B3GNT7/GALNT14/POGLUT1/PTX3/RFT1/CHST14/HS6ST2/CHST11/BCL2/HPSE/RAB1B/PAWR/TMTC2/B3GNT3/EXT1/PLCB1/TET3/CHSY3/GFPT1/GALNT4",55
"GO:0002573","BP","GO:0002573","myeloid leukocyte differentiation","38/1665","239/18888",0.000263459464532647,0.0106682787339574,0.00901886456437417,"CASP10/DHRS2/MMP9/RASSF2/TGFB1/CDK6/CSF3/IL23A/NEDD9/IL1RL1/PRXL2A/INHBA/BATF3/BMP2/STAT5A/LARGE1/TLR4/MYC/LEF1/UBASH3B/LRRK1/TGFBR2/IFI16/IL31RA/TNFRSF11B/OSCAR/JUNB/PIK3CD/CEBPB/MYD88/TRIB1/NRROS/PTPN2/HCLS1/FES/ANXA2/ZFP36L1/SIGLEC15",38
"GO:0030098","BP","GO:0030098","lymphocyte differentiation","60/1665","432/18888",0.00028016111348199,0.0112663410531964,0.00952446093964545,"CYP26B1/TMEM98/ST3GAL1/HDAC9/CBFB/GLI2/ITM2A/SMARCA2/CYLD/MSH2/SMAD7/IL7/TGFB1/PIK3R2/CDK6/HDAC5/IL23A/VNN1/IL1A/LOXL3/SOS1/PIK3R3/EGR1/INHBA/NCKAP1L/IL1B/DLL4/PTPN22/TESPA1/USP44/HLX/LEF1/BRD4/DUSP10/ITPKB/ADAM8/ADAM17/MERTK/CD8A/CD1D/SLAMF8/IL6R/NLRP3/TGFBR2/SOCS5/JUNB/PTGER4/PIK3CD/BCL2/MALT1/PTPN2/FZD8/SOX12/GAS6/PBX1/ZFP36L1/ENTPD7/CARD11/TLR9/PLCL2",60
"GO:0035335","BP","GO:0035335","peptidyl-tyrosine dephosphorylation","10/1665","32/18888",0.000291109256981342,0.0116264251880699,0.0098288727501343,"PTPRZ1/PTPRB/PTPRQ/DUSP6/PTPRF/DUSP10/UBASH3B/DUSP2/PTPN2/PTPN11",10
"GO:0141091","BP","GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","55/1665","388/18888",0.000296078491238019,0.0117444468191081,0.00992864714978619,"ZC3H3/FUT8/NEO1/FKBP1A/PXN/FERMT1/SMAD7/CHRDL1/FGF9/TGFB1/ENG/FBXL15/DKK1/PBLD/LPXN/SUDS3/GCNT2/WNT5A/ONECUT2/LTBP2/MSX2/EGR1/INHBA/GIPC1/BMP2/KDR/FST/NREP/APPL2/SKIL/LEF1/GATA6/ARRB2/SMAD4/SCUBE3/IGSF1/NOTCH1/LATS2/CRIM1/ADAM17/FSTL1/TGFBR2/TBX20/BMPER/LDLRAD4/PTK2/CHST11/NRROS/RGMB/SMAD2/JUN/EXT1/NOG/ZNF703/VEPH1",55
"GO:0045859","BP","GO:0045859","regulation of protein kinase activity","64/1665","470/18888",0.00031044524892708,0.0122311232871203,0.0103400789525286,"TENM1/ARHGEF5/MAP2K7/EDN1/NOX4/ERP29/TFAP4/RASSF2/CEMIP/PIK3CG/TESK1/CCNJ/CBL/CORO1C/CAMKK2/IL23A/NEDD9/SASH1/CCND3/FGF1/WNT5A/CBLB/ERRFI1/CCNI/CCND2/CDKN1A/IL1B/BMP2/PTPRB/EPHB2/CDK7/PTPN22/CCNJL/TAOK3/AGAP2/TLR4/HERC5/PTPRQ/DUSP10/ETAA1/LATS2/ADAM17/UBASH3B/ANGPT1/IL6R/TGFBR2/GPRC5B/PKIG/EFNA1/PTK2/ROBO1/PDGFD/PKIA/SOCS5/MALT1/TRIB1/HEG1/ERN1/TNFSF15/GAS6/NR2F2/RELN/DAXX/SRCIN1",64
"GO:0055117","BP","GO:0055117","regulation of cardiac muscle contraction","17/1665","77/18888",0.00031891987902978,0.0124806833196151,0.0105510547050262,"EHD3/DSG2/TMEM38A/SLC9A1/DSP/SMAD7/PIK3CG/FKBP1B/FGF13/HCN4/STC1/UCN/ATP2A2/SCN5A/ATP2A1/RYR2/DMD",17
"GO:0050730","BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","36/1665","225/18888",0.000333347747504808,0.0129583381046703,0.0109548596601054,"CRLF1/FYN/NOX4/IL7/TGFB1/CADM4/CSF3/AREG/CBL/IL23A/NEDD9/CBLB/PDCL3/ERRFI1/LRP4/EPHA7/CTF1/ADAM17/ANGPT1/LRRK1/SAMSN1/IL6R/IL31RA/GPRC5B/EFNA1/PDGFD/PRKCE/SOCS5/CSPG4/PTPN2/YES1/PTPN11/HCLS1/RELN/SRCIN1/TMEM102",36
"GO:0007178","BP","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","58/1665","417/18888",0.000338205139112156,0.0130600938156489,0.0110408830007823,"ZC3H3/FUT8/NEO1/FKBP1A/PXN/FERMT1/SMAD7/CHRDL1/FGF9/TGFB1/ENG/FBXL15/DKK1/PBLD/LPXN/SUDS3/GCNT2/WNT5A/ONECUT2/LTBP2/MSX2/EGR1/INHBA/GIPC1/LRP1/BMP2/KDR/ECSIT/FST/NREP/APPL2/SKIL/LEF1/GATA6/ARRB2/SMAD4/SCUBE3/IGSF1/NOTCH1/LATS2/CRIM1/ADAM17/RBPMS/FSTL1/TGFBR2/TBX20/BMPER/LDLRAD4/PTK2/CHST11/NRROS/RGMB/SMAD2/JUN/EXT1/NOG/ZNF703/VEPH1",58
"GO:0010594","BP","GO:0010594","regulation of endothelial cell migration","37/1665","234/18888",0.000351876009566638,0.0133630902947575,0.0112970334329851,"HDAC9/HDAC7/PTGS2/EDN1/MEF2C/SH3BP1/TGFB1/PIK3CG/PTN/HDAC5/SASH1/SEMA5A/FGF1/WNT5A/NRP2/STAT5A/RHOJ/KDR/DLL4/ROCK2/ETS1/GLUL/SLIT2/PLK2/NOTCH1/ADAM17/ANGPT1/STC1/ADAMTS9/BMPER/EFNA1/PTK2/PIK3CD/PTPRM/CCBE1/NR2F2/ZNF580",37
"GO:0001885","BP","GO:0001885","endothelial cell development","15/1665","64/18888",0.000357097894921278,0.0133630902947575,0.0112970334329851,"ROCK1/ICAM1/IL1B/AFDN/ROCK2/MSN/ROBO4/F11R/STC1/MYD88/HPSE/HEG1/PLCB1/COL27A1/S1PR3",15
"GO:0002091","BP","GO:0002091","negative regulation of receptor internalization","7/1665","17/18888",0.000359264164891889,0.0133630902947575,0.0112970334329851,"WDR54/ANKRD13A/RIN3/PCSK9/ANXA2/ANKRD13B/ATXN2",7
"GO:0003128","BP","GO:0003128","heart field specification","7/1665","17/18888",0.000359264164891889,0.0133630902947575,0.0112970334329851,"MEF2C/DKK1/WNT5A/BMP2/ROBO1/EXT1/ROBO2",7
"GO:0001558","BP","GO:0001558","regulation of cell growth","58/1665","418/18888",0.000359801950999302,0.0133630902947575,0.0112970334329851,"RUFY3/NEDD4L/CTDP1/SYT1/MAP2/EDN1/RIMS1/SMARCA2/GSK3B/KDM2B/SLC9A1/SMAD7/SYT17/TGFB1/CAPRIN2/CYP27B1/ING4/CHPT1/SEMA5A/WNT5A/RGS4/SGK1/BCL11A/SOCS2/CXCR4/INHBA/CDKN1A/FGF13/BST2/PPT1/BTG1/EPHA7/DNAJB2/DDR1/TCHP/SMAD4/CRABP2/SLIT2/IGFBP3/IGFBP1/ADAM17/SPOCK1/DISC1/RYK/UCN/MEAF6/DSCAM/BCL2/SPHK1/CDH4/SHTN1/ITSN2/L1CAM/TWF2/RPS6KA1/SESN2/CLSTN3/C8orf44-SGK3",58
"GO:0043254","BP","GO:0043254","regulation of protein-containing complex assembly","58/1665","418/18888",0.000359801950999302,0.0133630902947575,0.0112970334329851,"MARK4/TENM1/TMSB10/CAPG/ARHGEF5/CYFIP2/NAV3/PFN2/CAMSAP3/MAP2/GSK3B/FERMT1/TUBB4A/TGFB1/PIK3R2/MAPK8/DKK1/GIT1/CSF3/ARPC3/CAMSAP2/NCKAP1L/SOX9/THRA/CLIP1/HIP1R/PTPN22/FHOD3/LCP1/TLR4/SPTBN5/VPS33A/SLIT2/ARHGAP18/MSN/ADD3/MMP3/CYRIB/NCK1/TMSB15B/FBLIM1/PRRT2/CDC42EP5/PRKCE/PTGER4/MYD88/PDE4DIP/PTPN11/BBS10/HCLS1/FES/KIRREL1/TRABD2A/MMP1/SVIP/DCTN1/TWF2/CLDN7",58
"GO:0033674","BP","GO:0033674","positive regulation of kinase activity","45/1665","303/18888",0.000367880694637523,0.0135321419048756,0.0114399481068576,"TENM1/ARHGEF5/TIE1/MAP2K7/EDN1/NOX4/ERP29/RASSF2/CEMIP/PIK3CG/IL23A/NEDD9/SASH1/CCND3/RAD50/FGF1/WNT5A/CCND2/CDKN1A/IL1B/KDR/TAOK3/AGAP2/TLR4/DDR1/ETAA1/ADAM17/MERTK/ANGPT1/IL6R/FGFR4/TGFBR2/RYK/GPRC5B/EFNA1/PTK2/ROBO1/PDGFD/MALT1/ERN1/TNFSF15/GAS6/RELN/DAXX/SRCIN1",45
"GO:0032835","BP","GO:0032835","glomerulus development","16/1665","71/18888",0.000370683577788718,0.0135321419048756,0.0114399481068576,"EDN1/MEF2C/JAG1/MPV17/EGR1/PODXL/OSR1/NOTCH1/KIRREL3/ANGPT1/IL6R/SERPINB7/PDGFD/BCL2/EXT1/NOG",16
"GO:0007492","BP","GO:0007492","endoderm development","18/1665","85/18888",0.000371364002312796,0.0135321419048756,0.0114399481068576,"COL11A1/LAMB1/MMP9/DKK1/COL12A1/INHBA/GATA6/SMAD4/COL8A1/NOTCH1/DUSP2/TBX20/SMAD2/EXT1/NOG/ZFP36L1/LAMB3/ARC",18
"GO:0050772","BP","GO:0050772","positive regulation of axonogenesis","17/1665","78/18888",0.000374807646825319,0.0135321419048756,0.0114399481068576,"RUFY3/PLXNA2/SEMA5A/SKIL/CRABP2/SLIT2/DISC1/SHOX2/ROBO1/MAP6/DSCAM/SLITRK1/CDH4/ROBO2/SHTN1/L1CAM/TWF2",17
"GO:0010634","BP","GO:0010634","positive regulation of epithelial cell migration","30/1665","177/18888",0.000376292421213938,0.0135321419048756,0.0114399481068576,"HDAC9/HDAC7/PTGS2/EDN1/MMP9/CTSH/TGFB1/PIK3CG/SASH1/SEMA5A/FGF1/WNT5A/NRP2/SOX9/STAT5A/RHOJ/KDR/ROCK2/ETS1/PLK2/ADAM17/ANGPT1/TGFBR2/MAPRE2/PTK2/HAS2/PRKCE/PIK3CD/CCBE1/ZNF580",30
"GO:0048639","BP","GO:0048639","positive regulation of developmental growth","29/1665","169/18888",0.000378278019292527,0.0135321419048756,0.0114399481068576,"RUFY3/NEDD4L/SYT1/EDN1/RIMS1/MEF2C/SMAD7/FGF9/SYT17/IL7/AGR2/PPARD/SEMA5A/CXCR4/ATP8A2/HLX/GATA6/CRABP2/NOTCH1/DISC1/TBX20/DSCAM/BCL2/CDH4/PLCB1/SHTN1/ITSN2/L1CAM/TWF2",29
"GO:0002063","BP","GO:0002063","chondrocyte development","10/1665","33/18888",0.00038495764356672,0.0136871220709606,0.0115709669115722,"COL11A1/SMAD7/MSX2/SOX9/TGFBR2/SHOX2/CHST11/MEX3C/EXT1/COL27A1",10
"GO:0010463","BP","GO:0010463","mesenchymal cell proliferation","12/1665","45/18888",0.000387847536273761,0.0137062968728018,0.0115871771124084,"FGF9/WNT5A/PRRX1/SOX9/BMP2/SIX1/KDR/MYC/OSR1/TGFBR2/DCHS1/SHOX2",12
"GO:0052547","BP","GO:0052547","regulation of peptidase activity","45/1665","304/18888",0.000395783524267539,0.0139024923494218,0.0117530389609695,"CASP10/FYN/BIRC3/CYFIP2/SERPIND1/TIMP3/MMP9/CTSH/NOD1/SERPINE1/SPOCK2/FAM162A/HTRA2/LRP1/HIP1R/ROCK2/EPHA7/MYC/MTCH1/CASP1/APH1B/PMAIP1/SPOCK1/XDH/NLRP3/CTSS/IFI16/GPER1/SERPINB7/SERPINB8/EFNA1/CRADD/ROBO1/CST1/TRIAP1/MALT1/TNFSF15/GAS6/DIABLO/DAPK1/SERPINA1/SERPINB2/CARD16/ANXA8/RPS6KA1",45
"GO:0042552","BP","GO:0042552","myelination","27/1665","154/18888",0.000417671515867551,0.0145218450399102,0.0122766340199658,"TMEM98/CNTN1/RNF10/GPM6B/RARB/EPB41L3/NDRG1/PTN/PTPRZ1/CNTNAP1/FIG4/SOS1/B4GALT6/CXCR4/PLP1/MYRF/WASF3/LARGE1/LPIN1/NAB1/AFG3L2/MAL2/TENM4/TMEM163/MARVELD1/SCN8A/PPP3R1",27
"GO:0006935","BP","GO:0006935","chemotaxis","63/1665","466/18888",0.000418396495747713,0.0145218450399102,0.0122766340199658,"ARHGEF5/SLC12A2/ST6GAL1/EDN1/SLC8B1/SERPIND1/DDT/RIN3/TGFB1/PIK3CG/PTN/SERPINE1/IL23A/NEDD9/SEMA5A/FGF1/WNT5A/NRP2/CXCR4/PLAU/NCKAP1L/IL1B/FLRT3/AMOT/KDR/DOCK4/EPHA7/LEF1/CMTM3/ARRB2/SLIT2/NOTCH1/ADAM8/ADAM17/CYRIB/ANGPT1/SLAMF8/IL6R/CXCL3/PPBP/CXCL1/RYK/PTK2/CXCL8/ROBO1/HOXB9/PDGFD/DSCAM/PIK3CD/CYP7B1/AKIRIN1/PTPN2/SCRIB/FES/GAS6/COLEC10/ROBO2/L1CAM/MACO1/ZNF580/GPSM3/TMEM102/DEFB103A",63
"GO:1901184","BP","GO:1901184","regulation of ERBB signaling pathway","16/1665","72/18888",0.000438167128343369,0.0151180622802969,0.0127806705825724,"WDR54/RAB7A/MMP9/TGFB1/AGR2/CBL/CBLB/SOS1/ERRFI1/HIP1R/MVB12A/ADAM17/GPER1/FAM83B/SOCS5/PTPN2",16
"GO:0052548","BP","GO:0052548","regulation of endopeptidase activity","42/1665","280/18888",0.000460317793127171,0.015788900304262,0.0133477908682015,"CASP10/FYN/BIRC3/CYFIP2/SERPIND1/TIMP3/MMP9/NOD1/SERPINE1/SPOCK2/FAM162A/HTRA2/HIP1R/ROCK2/EPHA7/MYC/MTCH1/CASP1/APH1B/PMAIP1/SPOCK1/XDH/NLRP3/IFI16/GPER1/SERPINB7/SERPINB8/EFNA1/CRADD/ROBO1/CST1/TRIAP1/MALT1/TNFSF15/GAS6/DIABLO/DAPK1/SERPINA1/SERPINB2/CARD16/ANXA8/RPS6KA1",42
"GO:0042330","BP","GO:0042330","taxis","63/1665","468/18888",0.000469101633880673,0.0158497573689954,0.0133992388701054,"ARHGEF5/SLC12A2/ST6GAL1/EDN1/SLC8B1/SERPIND1/DDT/RIN3/TGFB1/PIK3CG/PTN/SERPINE1/IL23A/NEDD9/SEMA5A/FGF1/WNT5A/NRP2/CXCR4/PLAU/NCKAP1L/IL1B/FLRT3/AMOT/KDR/DOCK4/EPHA7/LEF1/CMTM3/ARRB2/SLIT2/NOTCH1/ADAM8/ADAM17/CYRIB/ANGPT1/SLAMF8/IL6R/CXCL3/PPBP/CXCL1/RYK/PTK2/CXCL8/ROBO1/HOXB9/PDGFD/DSCAM/PIK3CD/CYP7B1/AKIRIN1/PTPN2/SCRIB/FES/GAS6/COLEC10/ROBO2/L1CAM/MACO1/ZNF580/GPSM3/TMEM102/DEFB103A",63
"GO:0045165","BP","GO:0045165","cell fate commitment","43/1665","289/18888",0.000471869666930012,0.0158497573689954,0.0133992388701054,"CYP26B1/MTA3/GLI2/EDN1/MEF2C/CYLD/RAB10/JAG1/IL7/DKK1/SOX6/PRDM4/IL23A/WNT5B/WNT5A/LOXL3/PRRX1/ONECUT2/SOX9/BMP2/SIX1/KDR/DLL4/FOXA1/FGF13/KDM6B/SOX5/GATA6/SMAD4/BRD4/NOTCH1/TENM4/LATS2/SLAMF8/IL6R/TBX20/AR/BCL2/SMAD2/EXT1/NR2F2/TEAD4/ZNF521",43
"GO:0022604","BP","GO:0022604","regulation of cell morphogenesis","38/1665","246/18888",0.000471945745271256,0.0158497573689954,0.0133992388701054,"FYN/NEDD4L/SYT1/PLXNA2/RIMS1/EPB41L3/MYL12A/SYT17/ARHGEF18/CORO1C/CAPRIN2/DBN1/WNT5A/MYL12B/BCL11A/CXCR4/OBSL1/RHOJ/KDR/WASF3/EPHB2/TPM1/WTIP/ARHGAP18/ZMYM4/MSN/F11R/FMNL3/FBLIM1/CDC42EP5/IL1RAPL1/PTK2/FBXW8/FGD6/FES/RELN/ITSN2/ARC",38
"GO:0032271","BP","GO:0032271","regulation of protein polymerization","33/1665","204/18888",0.000472964805728897,0.0158497573689954,0.0133992388701054,"TENM1/TMSB10/CAPG/CYFIP2/NAV3/PFN2/CAMSAP3/MAP2/TUBB4A/PIK3R2/GIT1/CSF3/ARPC3/CAMSAP2/NCKAP1L/CLIP1/HIP1R/FHOD3/SPTBN5/SLIT2/ARHGAP18/ADD3/CYRIB/NCK1/TMSB15B/CDC42EP5/PRKCE/PDE4DIP/HCLS1/FES/KIRREL1/DCTN1/TWF2",33
"GO:0031346","BP","GO:0031346","positive regulation of cell projection organization","51/1665","360/18888",0.000489105123549501,0.0162705942626086,0.013755010503172,"KDM1A/MARK4/TENM1/FUZ/FYN/RUFY3/CNTN1/EPHA3/PLXNA2/GSK3B/ITGA6/PLEK2/PTN/COBL/CORO1C/CAPRIN2/NEDD9/PTK7/SEMA5A/DBN1/WNT5A/FKBP1B/OBSL1/ATP8A2/EPHB2/SKIL/DDR1/FNBP1L/ACTR2/CRABP2/SLIT2/TENM2/NCK1/DISC1/CDC42EP5/SHOX2/IL1RAPL1/ROBO1/ZNF804A/MAP6/DSCAM/AKIRIN1/FBXW8/SLITRK1/CDH4/FES/ROBO2/SHTN1/RELN/L1CAM/TWF2",51
"GO:0002237","BP","GO:0002237","response to molecule of bacterial origin","52/1665","369/18888",0.000491103514014598,0.0162705942626086,0.013755010503172,"TNIP3/PTGS2/MAP2K7/EDN1/MEF2C/MMP9/SERPINE1/MAPK8/GIT1/CSF3/HDAC5/NFKB1/CYP27B1/SASH1/WNT5A/IL1A/TNFAIP3/IL1B/NR1D1/LOXL1/AKAP12/EPHB2/PTPN22/TLR4/CASP1/HADHB/DUSP10/NOTCH1/ADM/MMP3/ADAM17/CYRIB/NLRP3/CXCL3/PPBP/CXCL1/CXCL8/PRKCE/PTGER4/MALT1/CEBPB/MYD88/TRIB1/BCR/ARID5A/PELI1/PDCD1LG2/CARD16/DIO2/TLR9/NFKBIB/PLSCR3",52
"GO:0097191","BP","GO:0097191","extrinsic apoptotic signaling pathway","36/1665","230/18888",0.000510424869139523,0.016815183118376,0.0142154009050276,"CASP10/SNAI2/GSK3B/CYLD/ICAM1/ITGA6/SRPX/IL7/TGFB1/SERPINE1/EYA4/IL1A/HTRA2/TNFAIP3/INHBA/G0S2/IL1B/SKIL/TLR4/BCL2A1/SMAD4/PMAIP1/ITPRIP/EYA3/IL6R/GPER1/AR/CRADD/BCL2/DIABLO/BLOC1S2/DAPK1/DAXX/MLLT11/TNFSF12/C8orf44-SGK3",36
"GO:1903706","BP","GO:1903706","regulation of hemopoiesis","58/1665","424/18888",0.000517538512918882,0.0169537475776966,0.0143325420224667,"CYP26B1/SNAI2/CBFB/GLI2/SMARCA2/MEF2C/CYLD/RASSF2/JAG1/SMAD7/IL7/TGFB1/CDK6/PTN/CSF3/IL23A/NEDD9/VNN1/LOXL3/SOS1/PRXL2A/INHBA/NCKAP1L/ETS1/TESPA1/HLX/TLR4/MYC/LEF1/BRD4/DUSP10/ITPKB/MEIS1/ADAM8/UBASH3B/H4C8/SLAMF8/NLRP3/TGFBR2/MEAF6/TNFRSF11B/SOCS5/JUNB/MALT1/CEBPB/TRIB1/PTPN2/SOX12/HCLS1/FES/GAS6/ZFP36L1/SIGLEC15/H4C3/CARD11/HLA-B/TLR9/H4C14",58
"GO:0001952","BP","GO:0001952","regulation of cell-matrix adhesion","23/1665","125/18888",0.000539991592982953,0.0175904523948804,0.0148708064095217,"EPHA3/GPM6B/NEXMIF/ROCK1/CAMSAP3/GSK3B/SLC9A1/FERMT1/JAG1/CDK6/SERPINE1/CORO1C/ONECUT2/PLAU/KDR/ROCK2/DDR1/UTRN/DISC1/PTK2/PLEKHA2/BCL2/PEAK1",23
"GO:0048863","BP","GO:0048863","stem cell differentiation","38/1665","248/18888",0.000553789760408441,0.0179397116274535,0.0151660669473259,"SNAI2/MTA3/EDN1/MEF2C/GSK3B/SLC9A1/EFNB1/JAG1/CDK6/PTN/SOX6/CORO1C/SH2B3/SEMA5A/NRP2/EPCAM/MSX2/SOX9/SIX1/FOXA1/SOX5/SMYD5/PWP1/GATA6/SMAD4/OSR1/NOTCH1/KBTBD8/TGFBR2/BCL2/MLLT3/RPS7/EXT1/NOG/FOXO4/KRT14/YTHDF2/LBH",38
"GO:0045862","BP","GO:0045862","positive regulation of proteolysis","48/1665","336/18888",0.000584954220357476,0.0188285322540485,0.0159174677171397,"CASP10/FYN/CYFIP2/GSK3B/BAG6/SMAD7/CTSH/NOD1/WFS1/FAM162A/HTRA2/IL1B/DDA1/HIP1R/ROCK2/RNFT2/DNAJB2/MYC/MTCH1/CASP1/APH1B/TMTC3/PMAIP1/ADAM8/XDH/FGFR4/NLRP3/DISC1/CTSS/IFI16/RNF180/GPER1/EFNA1/CRADD/PTK2/ROBO1/SOCS5/MALT1/TRIB1/FBXW8/ZFAND2A/RAD23A/TNFSF15/ANXA2/CCBE1/DIABLO/DAPK1/ATP5IF1",48
"GO:0048644","BP","GO:0048644","muscle organ morphogenesis","17/1665","81/18888",0.000596056368193013,0.0188285322540485,0.0159174677171397,"COL11A1/FKBP1A/DSP/SMAD7/TGFB1/ENG/WNT5A/BMP2/DLL4/TPM1/SMAD4/NOTCH1/TBX20/SHOX2/HEG1/NOG/RYR2",17
"GO:0099175","BP","GO:0099175","regulation of postsynapse organization","20/1665","103/18888",0.000597091685908201,0.0188285322540485,0.0159174677171397,"FYN/CHMP2B/LZTS3/CAPRIN2/NEDD9/DBN1/WNT5A/NRP2/EPHB2/EPHA7/PPFIA2/SHANK2/DISC1/PDLIM5/EFNA1/IL1RAPL1/ZNF804A/RELN/ARC/SRCIN1",20
"GO:0150115","BP","GO:0150115","cell-substrate junction organization","20/1665","103/18888",0.000597091685908201,0.0188285322540485,0.0159174677171397,"EPHA3/GPM6B/COL17A1/ROCK1/TESK2/CAMSAP3/TNS1/SLC9A1/ITGA6/SORBS1/CORO2B/CORO1C/KDR/ROCK2/CDH11/MAPRE2/PTK2/BCL2/PEAK1/BCR",20
"GO:0072538","BP","GO:0072538","T-helper 17 type immune response","12/1665","47/18888",0.000597372400445717,0.0188285322540485,0.0159174677171397,"SMAD7/IL23A/LOXL3/EPHB2/BRD4/NOTCH1/IL6R/JUNB/MALT1/ARID5A/ENTPD7/IL27RA",12
"GO:0045742","BP","GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","9/1665","29/18888",0.000618192786185344,0.0192353759937708,0.0162614096668132,"MMP9/TGFB1/AGR2/CBL/SOS1/HIP1R/ADAM17/GPER1/FAM83B",9
"GO:0045927","BP","GO:0045927","positive regulation of growth","39/1665","258/18888",0.000618683677890775,0.0192353759937708,0.0162614096668132,"RUFY3/NEDD4L/SYT1/EDN1/RIMS1/MEF2C/KDM2B/SLC9A1/SMAD7/FGF9/SYT17/IL7/AGR2/WFS1/PPARD/SEMA5A/TFCP2L1/CXCR4/RFTN1/ATP8A2/HLX/GATA6/CRABP2/IGFBP1/NOTCH1/ADAM17/DISC1/UCN/TBX20/DSCAM/BCL2/SPHK1/CDH4/PLCB1/SHTN1/ITSN2/L1CAM/TWF2/RPS6KA1",39
"GO:0051251","BP","GO:0051251","positive regulation of lymphocyte activation","47/1665","328/18888",0.000620308610834129,0.0192353759937708,0.0162614096668132,"FYN/CBFB/GLI2/MLH1/SMARCA2/MEF2C/CYLD/EFNB1/MSH2/NFATC2/CSK/IL7/EBI3/TGFB1/IL23A/VNN1/IL1A/NCKAP1L/CDKN1A/IL1B/EPHB2/TESPA1/HLX/TLR4/LEF1/BRD4/DUSP10/ITPKB/ADAM8/CYRIB/NCK1/CD1D/NLRP3/TGFBR2/SOCS5/BCL2/MALT1/MYD88/YES1/SOX12/PTPN11/GAS6/PELI1/PDCD1LG2/CARD11/HLA-E/TLR9",47
"GO:0072659","BP","GO:0072659","protein localization to plasma membrane","43/1665","293/18888",0.000630973772548497,0.0192353759937708,0.0162614096668132,"EHD3/ATP2C1/PRKCH/EPHA3/ROCK1/RAB7A/EPB41L3/EFR3B/RAB10/TMED2/SORBS1/MYL12A/CSK/ZDHHC2/TGFB1/PIK3R2/AGR2/TSPAN14/ERRFI1/LRP1/FGF13/AFDN/EFR3A/EPHB2/LARGE1/ROCK2/LYPD1/RILPL2/GPR158/ANK3/PID1/TNIK/F11R/CNST/GPER1/DCHS1/RAB26/TMEM150A/AR/PRKCE/SCRIB/GAS6/RILPL1",43
"GO:0014812","BP","GO:0014812","muscle cell migration","21/1665","111/18888",0.000632708723136238,0.0192353759937708,0.0162614096668132,"ROCK1/MEF2C/FGF9/PLAT/SERPINE1/PLAU/LRP1/SIX1/DOCK4/TLR4/DDR1/TPM1/SLIT2/IGFBP3/TCP11L2/HAS2/PDGFD/BCL2/TRIB1/AKIRIN1/FOXO4",21
"GO:0090287","BP","GO:0090287","regulation of cellular response to growth factor stimulus","52/1665","373/18888",0.000633164452420933,0.0192353759937708,0.0162614096668132,"FUZ/CYFIP2/NEO1/FKBP1A/FERMT1/SMAD7/CHRDL1/FGF9/TGFB1/CADM4/ENG/FBXL15/DKK1/PBLD/SUDS3/FGF1/WNT5A/ONECUT2/MSX2/GIPC1/IL1B/BMP2/KDR/FST/NREP/SKIL/GATA6/SMAD4/TMEM108/SLIT2/SCUBE3/NOTCH1/LATS2/CRIM1/ADAMTS12/ADAM17/XDH/FSTL1/HHIP/TBX20/BMPER/LDLRAD4/ROBO1/CHST11/NRROS/SMAD2/SHISA2/CCBE1/NOG/ZNF703/ZDHHC17/VEPH1",52
